country,nThumbsUp,city,reportRating,confidence,reliability,type,uuid,roadType,magvar,subtype,street,location/x,location/y,pubMillis,reportDescription
ID,0,Jakarta Selatan,3,0,5,WEATHERHAZARD,4c23bbea-9610-3b09-9807-c6227796f281,1,0,HAZARD_ON_SHOULDER_CAR_STOPPED,Taman Kemang,106.810089,-6.256273,1507270276893,
ID,0,Jakarta Selatan,3,0,5,WEATHERHAZARD,c241506b-a6c3-31fb-a795-45ced066568c,2,191,HAZARD_ON_ROAD_CONSTRUCTION,Salihara,106.838369,-6.281602,1507270279060,
ID,0,Jakarta Selatan,3,0,5,WEATHERHAZARD,300feed9-0508-3f95-98f1-235a33fcee8f,1,271,HAZARD_ON_ROAD_CONSTRUCTION,Taman Kemang 1,106.809569,-6.255925,1507270337397,
ID,0,Jakarta Selatan,2,0,6,JAM,838b0550-11d0-3f14-9160-489f8c4b6af7,2,0,JAM_STAND_STILL_TRAFFIC,Cikoko Timur,106.858581,-6.246042,1507270339331,
ID,0,Jakarta Selatan,3,0,5,JAM,ad626bdd-2c50-3108-a620-34d2280168b3,2,262,JAM_STAND_STILL_TRAFFIC,Kemang Utara,106.815336,-6.257432,1507270368625,
ID,0,Jakarta Selatan,1,0,6,JAM,5e75fb15-581f-3e8c-bdf4-2b2f8a683319,2,87,JAM_HEAVY_TRAFFIC,Mampang Prapatan 8,106.830858,-6.247817,1507270438877,
ID,0,Jakarta Timur,0,0,5,JAM,c0da955c-f6ad-3fe9-8fd0-c69bffccbb1a,1,77,JAM_HEAVY_TRAFFIC,Jalan RS Polri Sukanto,106.867884,-6.269789,1507270466048,
ID,0,Jakarta Selatan,1,0,5,JAM,2e95f005-8949-3131-903c-f4606e8b0649,1,4,JAM_MODERATE_TRAFFIC,Kostrad Pusri,106.757243,-6.235608,1507270125498,
ID,0,Jakarta Selatan,1,0,5,JAM,cd1a9362-c2d6-35e7-9002-0f0834e1b4ce,1,0,JAM_MODERATE_TRAFFIC,Palem (Petukangan Utara),106.757356,-6.230604,1507270253776,
ID,0,Jakarta Barat,1,0,5,JAM,30da33fd-864e-39ea-9c9d-b1685297c029,2,265,JAM_MODERATE_TRAFFIC,Meruya Ilir Raya,106.746736,-6.197523,1507270275363,Eehhh merayap aja
ID,0,Jakarta Selatan,1,0,5,JAM,2fba3f2d-183e-3243-aef6-4e60ab3e59ee,1,357,JAM_MODERATE_TRAFFIC,Palem 7,106.758302,-6.228623,1507270330898,
ID,0,Jakarta Selatan,1,0,5,JAM,7fe80eba-77cd-3556-9073-7e31a3e604af,1,359,JAM_MODERATE_TRAFFIC,Palem 7,106.758401,-6.225528,1507270441399,
ID,0,Jakarta Barat,2,0,5,JAM,d1af15bc-eeaf-38d0-bde4-59c747fb3cc5,1,86,JAM_STAND_STILL_TRAFFIC,Haji Saaba,106.727827,-6.215499,1507270472378,
ID,0,Jakarta Selatan,1,0,5,JAM,ee01156c-1e43-366a-8b69-1f6e754744e6,2,356,JAM_MODERATE_TRAFFIC,Swadarma,106.760716,-6.223914,1507270524895,
ID,0,Jakarta Barat,0,5,10,ROAD_CLOSED,1ea036b7-626a-35f6-8fd8-f672ccb6268e,,0,ROAD_CLOSED_EVENT,Kembangan Raya,106.738084,-6.184713,1502623064614,Pengalihan Jalan Untuk Perbaikan Jalan
ID,0,Jakarta Barat,0,1,8,ROAD_CLOSED,939366b5-a4fe-3124-8ded-d71e0b6d2ef3,,0,ROAD_CLOSED_EVENT,Kembangan Raya,106.73997,-6.182808,1502623071746,Pengalihan Jalan Untuk Perbaikan Jalan
ID,0,Jakarta Barat,0,0,6,ROAD_CLOSED,ee618fc9-91e0-32e2-a7d7-475afaae6767,,0,ROAD_CLOSED_EVENT,Kembangan Raya,106.74211,-6.181288,1503366183293,Pengalihan Jalan Untuk Perbaikan Jalan
ID,0,Jakarta Barat,0,5,10,ROAD_CLOSED,463d34fa-d4d4-3cb9-948b-4fd40060c63c,,0,ROAD_CLOSED_EVENT,Kembangan Raya,106.742075,-6.181363,1503366183427,Pengalihan Jalan Untuk Perbaikan Jalan
ID,0,Jakarta Barat,3,0,5,JAM,d42bc1db-1c5e-3595-be9f-64451485252c,2,91,JAM_HEAVY_TRAFFIC,Puri Lingkar Luar,106.739298,-6.191166,1507270175269,
ID,0,Tangerang,0,0,5,ACCIDENT,be68805b-9050-37f1-8801-0b73a9574746,1,325,,Australia 2,106.704195,-6.183129,1507270176912,
ID,0,Tangerang,0,0,5,WEATHERHAZARD,3c3e4504-2acc-3678-9236-6fd99cb9d369,1,325,,Australia 2,106.704205,-6.183143,1507270232273,
ID,0,Jakarta Barat,0,0,5,JAM,e98ca8fe-6bc6-3c97-9dd0-5d79410129e7,4,351,JAM_STAND_STILL_TRAFFIC,Exit Rawa Buaya/Kembangan,106.730194,-6.186623,1507270524674,
ID,0,Jakarta Barat,0,0,6,JAM,00c5596f-f9b2-3327-8989-abf1dc032b50,1,82,JAM_STAND_STILL_TRAFFIC,Surya Sarana,106.763327,-6.174891,1507269529710,
ID,0,Jakarta Barat,2,0,5,JAM,d269f402-d8bd-31aa-8777-c13c52a5b2a4,2,27,JAM_STAND_STILL_TRAFFIC,Semanan Raya,106.705098,-6.158257,1507269775152,
ID,0,Jakarta Barat,2,0,5,WEATHERHAZARD,d7e2208d-84f0-3f9f-be9d-a12aafe2e1d4,2,27,HAZARD_ON_ROAD_CAR_STOPPED,Semanan Raya,106.705264,-6.157941,1507269873743,
ID,0,Jakarta Barat,0,0,5,JAM,46672af1-7b98-3d56-ad60-3cdb8075e5a2,1,0,,,106.766138,-6.192859,1507269886902,
ID,0,Jakarta Barat,0,0,5,ACCIDENT,9f0d0108-be3d-3ae2-99a7-3fbd13119db1,1,0,,,106.766134,-6.192861,1507269902663,
ID,0,Tangerang,0,0,5,JAM,fe9a821f-20a3-36e0-a449-402276414478,1,325,,Australia 2,106.70419,-6.183122,1507270138280,
ID,0,Jakarta Barat,1,0,5,JAM,bf1e33cb-87a5-398c-9bb8-b824b08c30dd,1,179,JAM_STAND_STILL_TRAFFIC,Tanjung Duren Utara 4,106.783082,-6.171945,1507270155636,
ID,0,Jakarta Selatan,0,5,10,ROAD_CLOSED,b59422f3-7221-324a-a416-e6eff3327e32,,0,ROAD_CLOSED_EVENT,,106.801087,-6.23979,1505800654364,penutupan proyek FO
ID,0,Jakarta Selatan,2,0,5,JAM,5b0533c7-3402-3367-81bb-45a42e1f1f5d,1,177,JAM_STAND_STILL_TRAFFIC,Jalan Ciranjang,106.811105,-6.237346,1507270040177,
ID,0,Jakarta Selatan,1,0,5,JAM,5cd15683-ac9c-3908-b412-ad3fa9718631,1,179,JAM_STAND_STILL_TRAFFIC,Hang Jebat 1,106.79537,-6.235722,1507270095825,
ID,0,Jakarta Selatan,2,0,5,JAM,ccbcbe4b-4d5e-325e-a51e-dd2e67dedd98,2,0,JAM_HEAVY_TRAFFIC,Gunawarman,106.807591,-6.234855,1507270288307,
ID,0,Jakarta Selatan,2,0,5,JAM,7ee6c109-0235-33b8-aa8b-6c42a030eb97,2,0,JAM_HEAVY_TRAFFIC,Gunawarman,106.807587,-6.234112,1507270317375,
ID,0,Jakarta Selatan,1,0,5,JAM,989e0a3f-d2c5-3cd7-ade6-6297e804657b,2,238,JAM_STAND_STILL_TRAFFIC,Senopati,106.800701,-6.229411,1507270356937,
ID,0,Jakarta Selatan,2,0,5,JAM,c639c18c-a77d-3e1e-a658-31cdd3c5242d,2,0,JAM_HEAVY_TRAFFIC,Gunawarman,106.807584,-6.232412,1507270401690,
ID,0,Jakarta Selatan,0,5,10,ROAD_CLOSED,8a192560-adfd-30ca-98e8-963dd562ad41,,0,ROAD_CLOSED_EVENT,,106.825866,-6.240008,1500549412535,konstruksi underpass
ID,0,Jakarta Selatan,0,5,10,ROAD_CLOSED,bdd040a6-71e8-3a34-ac9c-93bb91f5e30a,,0,ROAD_CLOSED_EVENT,,106.825694,-6.240016,1505096943554,proyek underpass
ID,0,Jakarta Selatan,2,0,6,JAM,35033042-9b77-306f-8d68-b7e111522fae,2,0,JAM_HEAVY_TRAFFIC,Gunawarman,106.807576,-6.231518,1507270412786,
ID,0,Jakarta Pusat,0,0,5,JAM,fb47baf6-d612-3aed-ae15-618ee6c510dc,2,181,JAM_MODERATE_TRAFFIC,Asia Afrika,106.798291,-6.226408,1507270446371,
ID,0,Jakarta Selatan,2,0,5,JAM,b65f9f7f-d19e-387e-ac38-af4e1637f8aa,2,357,JAM_STAND_STILL_TRAFFIC,Gunawarman,106.807554,-6.230899,1507270475470,
ID,0,Jakarta Selatan,1,0,5,JAM,ad0f00d8-9108-3578-bc40-ae333fd32052,2,261,,Wolter Monginsidi,106.812809,-6.238853,1507269546993,
ID,0,Jakarta Selatan,3,0,6,JAM,c7d9a7ea-b1fb-36ec-8321-6fcf1b833525,2,287,JAM_STAND_STILL_TRAFFIC,Prof DR Satrio,106.82999,-6.225534,1507269686717,
ID,0,Jakarta Selatan,0,0,5,JAM,92b9d0b6-24b8-3d17-8fd7-ca50c1279443,2,181,JAM_HEAVY_TRAFFIC,Hang Tuah,106.797477,-6.235414,1507269788033,
ID,0,Jakarta Selatan,2,0,5,JAM,925611bd-04e4-38db-b236-a8e21da3cf88,2,330,JAM_MODERATE_TRAFFIC,Dr Saharjo,106.846945,-6.22243,1507270288747,
ID,0,Jakarta Pusat,0,4,10,ROAD_CLOSED,037a1303-726f-3133-85ce-be99debef0ec,,0,ROAD_CLOSED_EVENT,,106.853941,-6.199684,1501827112527,Konstruksi Underpas
ID,0,Jakarta Pusat,0,5,10,ROAD_CLOSED,5ecb9b8e-c3b5-3929-aef9-8cfe2b6a4fab,,0,ROAD_CLOSED_EVENT,Matraman Raya,106.853941,-6.199684,1501827905900,Konstruksi Underpas
ID,0,Jakarta Pusat,0,5,10,ROAD_CLOSED,9fb0c761-18ef-34ac-a02d-03664b23237a,,0,ROAD_CLOSED_EVENT,,106.853667,-6.199425,1501827671336,pembangunan underpass
ID,0,Jakarta Barat,4,0,6,JAM,d443ccc9-12a9-3725-9bf2-8bea92db5281,2,87,JAM_HEAVY_TRAFFIC,Kemanggisan Utama Raya,106.795921,-6.189547,1507269701596,
ID,0,Jakarta Pusat,1,0,5,JAM,bcf63e83-c909-378f-9e7e-08dee7cecb11,2,89,JAM_STAND_STILL_TRAFFIC,Kebon Jati,106.812284,-6.188629,1507269903696,
ID,0,Jakarta Pusat,1,0,5,JAM,f457b3e1-2fd3-3073-9627-4341205a4fb5,1,88,JAM_HEAVY_TRAFFIC,Jalan Teluk Betung,106.819051,-6.196112,1507269905779,
ID,0,Jakarta Pusat,1,0,5,JAM,39e9c26d-1e49-3587-93b6-500e7511738c,1,65,JAM_HEAVY_TRAFFIC,Jalan Indragiri,106.82044,-6.19584,1507270115889,
ID,0,,1,0,5,JAM,1f1d3329-c3cc-379e-828c-27888b27a384,,0,JAM_MODERATE_TRAFFIC,,106.815263,-6.189916,1507270194454,
ID,0,Jakarta Pusat,2,0,5,JAM,4244b268-9232-34d7-bd4d-312781bad0c1,2,355,JAM_HEAVY_TRAFFIC,Haji Agus Salim,106.825138,-6.186677,1507270342645,
ID,0,Jakarta Pusat,1,0,5,JAM,d31cde4f-ad14-3ac5-b6b8-53115f828f22,2,359,JAM_MODERATE_TRAFFIC,Haji Agus Salim,106.825189,-6.194122,1507270489553,
ID,0,Jakarta Pusat,1,0,5,JAM,ba5ed267-4291-3a00-8c83-1e8c291506fb,2,0,JAM_MODERATE_TRAFFIC,Haji Agus Salim,106.825135,-6.189519,1507270557212,
ID,0,Jakarta Pusat,2,0,6,JAM,7fa70dee-ecdb-32e3-9c17-19d307450f37,2,5,JAM_STAND_STILL_TRAFFIC,Pecenongan,106.826392,-6.16677,1507270057564,
ID,0,Jakarta Pusat,1,0,5,JAM,df1d9d5c-1c59-3f51-b665-601e9258f592,2,174,JAM_HEAVY_TRAFFIC,Cideng Timur,106.810905,-6.168938,1507269653615,
ID,0,Jakarta Barat,0,0,5,JAM,6fb32f07-422f-3522-b400-b092c713a383,1,267,,,106.78858,-6.16965,1507269905080,
ID,0,Jakarta Pusat,2,0,5,JAM,adbdbc92-fd05-35fe-b42f-3e19fe0318b1,1,178,JAM_MODERATE_TRAFFIC,Ir H Juanda 1,106.83056,-6.167121,1507269964463,
ID,0,Jakarta Barat,1,0,5,JAM,afd459c3-6115-3109-90bb-140db9261dcb,4,216,JAM_STAND_STILL_TRAFFIC,Arah Tomang/Cawang,106.788719,-6.166554,1507270009633,
ID,0,Jakarta Pusat,0,5,10,ROAD_CLOSED,265f187a-a6bb-34eb-a6f3-0fd2d265b0b1,,0,ROAD_CLOSED_EVENT,Kembang Pacar,106.846686,-6.180604,1501575764474,penutupan perlintasan
ID,0,Jakarta Pusat,1,0,5,JAM,8c849f9f-a62a-3ba5-84fc-222189402352,2,78,JAM_HEAVY_TRAFFIC,Kebon Sirih,106.833651,-6.182613,1507270020891,
ID,0,Jakarta Pusat,1,1,7,JAM,d3c189a3-5b01-3089-8f63-e3ce41725988,2,78,JAM_STAND_STILL_TRAFFIC,Prajurit KKO Usman & Harun,106.834449,-6.182445,1507270085529,
ID,0,Jakarta Pusat,1,0,5,JAM,98a55c4d-77a7-3338-bd51-3c363b0102c8,2,67,JAM_HEAVY_TRAFFIC,Prajurit KKO Usman & Harun,106.835193,-6.182186,1507270322428,
ID,0,Jakarta Pusat,1,0,5,JAM,76cecc3a-2e48-3eb4-9b4f-e69e87ef8eaa,1,159,JAM_STAND_STILL_TRAFFIC,Dr Abdul Rahman Saleh,106.838547,-6.18,1507270452915,
ID,0,Jakarta Pusat,3,0,6,JAM,88a54335-012b-3323-8b92-0a6e8328baf8,2,69,JAM_STAND_STILL_TRAFFIC,Prajurit KKO Usman & Harun,106.836965,-6.181476,1507270492295,
ID,0,Jakarta Pusat,1,2,9,JAM,88225ce9-34be-3344-a060-b33482ff49c3,2,63,JAM_STAND_STILL_TRAFFIC,Perwira,106.831951,-6.171895,1507269109759,
ID,0,Jakarta Pusat,2,0,5,JAM,b81ef02e-b239-3238-a486-399ed4697884,2,253,JAM_STAND_STILL_TRAFFIC,Angkasa Raya,106.838404,-6.158952,1507270046039,
ID,0,Tangerang,2,0,6,JAM,cd4188e5-24e0-3a32-a4aa-c699cc744960,1,85,JAM_STAND_STILL_TRAFFIC,Benda,106.68435,-6.116467,1507269939150,
ID,0,,0,0,7,ACCIDENT,745c41e6-1efa-3dc2-b70c-a96d0999927e,2,263,,,106.806397,-6.135889,1507269498798,
ID,0,Jakarta Barat,1,1,7,JAM,d8068503-4e51-3273-b894-2d89abbda8be,1,87,JAM_HEAVY_TRAFFIC,Perniagaan,106.808588,-6.141574,1507269635044,
ID,0,Jakarta Utara,1,1,7,JAM,5a411ef0-cdc3-3666-9298-c1aecf86b749,4,97,JAM_HEAVY_TRAFFIC,Arah Pluit/Ancol/Tj Priok,106.785898,-6.131314,1507269766947,
ID,0,Jakarta Utara,0,0,6,ROAD_CLOSED,9eaf9525-19ba-33f9-a146-bdbe40db5410,,0,ROAD_CLOSED_EVENT,Pluit Barat Raya,106.784744,-6.116038,1506750023363,Pembangunan Flyover Baywalk
ID,0,Jakarta Utara,0,1,9,ROAD_CLOSED,df814e66-e566-3b9c-a7e7-b0e705a1dc24,,0,ROAD_CLOSED_EVENT,Pluit Barat Raya,106.784854,-6.11566,1506750012090,Pembangunan Flyover Baywalk
ID,0,Jakarta Utara,3,0,5,JAM,52b633b3-63ce-3a85-80cc-d9655d703184,2,265,JAM_STAND_STILL_TRAFFIC,Bandengan Selatan,106.794507,-6.137215,1507269835138,
ID,0,Jakarta Barat,1,0,5,JAM,3d03550b-1a6b-305b-9270-047c6fe176ac,1,125,JAM_HEAVY_TRAFFIC,Pancoran,106.814085,-6.14202,1507269852846,
ID,0,Jakarta Utara,2,0,6,JAM,7189cfd6-5a8d-377d-9840-40f12e6a8e94,2,264,JAM_HEAVY_TRAFFIC,Bandengan Selatan,106.796474,-6.137014,1507270391018,
ID,0,Jakarta Utara,4,0,6,JAM,1511736c-0b5c-32d1-ad4f-1eb7595d0022,4,262,JAM_STAND_STILL_TRAFFIC,Arah Pluit/Bandara/Grogol (Lewat Jalan Tol),106.843542,-6.127784,1507270405774,
ID,0,Jakarta Utara,3,0,6,JAM,0c69b7fd-a581-3bd8-b210-d8873d59935d,2,321,JAM_STAND_STILL_TRAFFIC,Kapuk Kamal Raya,106.722458,-6.111289,1507270412781,
ID,0,Jakarta Utara,2,0,6,JAM,5e70fa1f-9e10-32d7-9319-13344faf26f0,4,326,JAM_HEAVY_TRAFFIC,Exit Tol Prof Dr Ir Sedyatmo/Soekarno-Hatta,106.732139,-6.115242,1507270442069,
ID,0,Jakarta Utara,1,0,6,JAM,40735077-f0e9-3217-9705-b83dbb9e9fea,2,29,JAM_HEAVY_TRAFFIC,HBR Motik,106.857011,-6.151015,1507270471355,
ID,0,Jakarta Utara,1,0,5,JAM,deb26e9c-2df4-34e5-8b57-e138eef63b4b,2,261,JAM_MODERATE_TRAFFIC,Danau Sunter Selatan,106.859283,-6.148722,1507270507887,
ID,0,Bekasi,2,0,5,JAM,a1992b33-c794-3e74-98da-252bb9a7103d,2,13,JAM_HEAVY_TRAFFIC,Kalimanggis,106.915833,-6.37738,1507270352786,
ID,0,Bekasi,2,0,5,JAM,a3ba8502-d849-395d-8062-ff57a8065997,2,21,JAM_MODERATE_TRAFFIC,Kalimanggis,106.916044,-6.376634,1507270469121,
ID,0,Jakarta Timur,2,0,6,WEATHERHAZARD,5beeec56-2684-3f04-bac1-ada141c42898,4,174,HAZARD_ON_ROAD_CAR_STOPPED,Exit Rest Area KM 10,106.889713,-6.34324,1507270496578,
ID,0,Bekasi,0,5,10,ROAD_CLOSED,387246e4-e56d-3b2e-b489-5db7474b0705,,0,ROAD_CLOSED_EVENT,,106.952935,-6.250008,1505098069693,proyek becakayu
ID,0,Bekasi,0,0,6,ROAD_CLOSED,7710d23b-cb93-3da1-a341-8c7d29a6c18c,,0,ROAD_CLOSED_EVENT,KH Noer Ali,106.95012,-6.249747,1506332171038,proyek becakayu
ID,0,Bekasi,0,5,10,ROAD_CLOSED,5599dfc6-af2f-35d9-b342-0bb92e24f29a,,0,ROAD_CLOSED_EVENT,KH Noer Ali,106.952996,-6.249692,1506332170892,proyek becakayu
ID,0,Bekasi,0,5,10,ROAD_CLOSED,1a5bf67f-4d7b-3853-ba3b-834a2cfa47a3,,0,ROAD_CLOSED_EVENT,,106.952996,-6.249692,1505098069821,proyek becakayu
ID,0,Jakarta Utara,0,0,5,JAM,198eb94b-0863-3c4c-aab6-db5caf8c8c4a,2,185,JAM_MODERATE_TRAFFIC,Blvd Utara Kelapa Gading,106.909282,-6.153417,1507269844120,
ID,0,Jakarta Utara,3,0,5,JAM,58de3881-4c20-37e3-8a11-cf7400256597,1,121,JAM_MODERATE_TRAFFIC,Pulau Jaga Utara,106.893214,-6.157249,1507269895164,
ID,0,Jakarta Timur,0,5,10,ROAD_CLOSED,54e01482-2e73-3b0d-baee-69389ec12813,,0,ROAD_CLOSED_EVENT,,106.88675,-6.214291,1502169415200,Konstruksi
ID,0,Jakarta Utara,1,0,5,JAM,0dd06c70-98bc-3fa4-ae29-48a40c60774d,2,356,JAM_HEAVY_TRAFFIC,Pegangsaan Dua,106.916466,-6.159007,1507270198808,
ID,0,Jakarta Utara,2,0,6,JAM,a13393ea-1411-384e-b386-5e6cab09be67,2,304,JAM_MODERATE_TRAFFIC,Blvd Timur Kelapa Gading,106.913247,-6.165513,1507269809698,
ID,0,Jakarta Utara,1,0,5,JAM,4708990a-b126-30c8-8724-d1a4ec32f4c0,2,215,JAM_HEAVY_TRAFFIC,Blvd Kelapa Gading,106.90046,-6.168538,1507269825694,
ID,0,Jakarta Utara,0,5,10,ROAD_CLOSED,687c510a-52bc-35c7-a2d7-c8da707f8bde,,0,ROAD_CLOSED_EVENT,Inspeksi Kirana,106.939966,-6.151207,1506411510451,Perbaikan Jembatan
ID,0,Jakarta Utara,0,5,10,ROAD_CLOSED,46741695-c9e0-3367-8a90-01b249a47fed,,0,ROAD_CLOSED_EVENT,Inspeksi Kirana,106.94064,-6.149854,1506411510155,Perbaikan Jembatan
ID,0,Jakarta Utara,3,0,5,JAM,9174ad3c-be03-3fdf-bd44-4b9d67064e55,2,261,JAM_STAND_STILL_TRAFFIC,Danau Sunter Selatan,106.875926,-6.145742,1507269733893,
ID,0,Jakarta Utara,2,0,5,JAM,ef81a461-8697-378b-8eb0-ff99595145a4,2,122,JAM_HEAVY_TRAFFIC,Kelapa Nias Raya,106.901213,-6.149348,1507269744712,
ID,0,Jakarta Utara,1,0,5,JAM,7b0fead5-269d-3919-a0a0-f0d48d03748d,2,121,JAM_HEAVY_TRAFFIC,Kelapa Nias Raya,106.900395,-6.148839,1507270140165,
ID,0,Jakarta Utara,1,0,5,JAM,4bbc4811-faf8-37ee-8f8c-7b7118404125,2,261,JAM_MODERATE_TRAFFIC,Danau Sunter Selatan,106.876595,-6.145631,1507270194051,
ID,0,Jakarta Utara,0,0,5,JAM,9df2790e-1116-3f6b-9444-97c7068595d2,2,119,JAM_HEAVY_TRAFFIC,Blvd Barat Kelapa Gading,106.890329,-6.151586,1507270458298,
ID,0,Jakarta Utara,2,0,5,JAM,55eba59d-511c-387b-ad23-aec3d53f8e11,1,194,JAM_HEAVY_TRAFFIC,Gaya Motor 2,106.887943,-6.132949,1507270564274,
ID,0,Jakarta Pusat,0,2,9,WEATHERHAZARD,d0c16d90-08c7-30f5-9bb4-43b2e6e6d2b3,7,7,HAZARD_ON_ROAD_POT_HOLE,Underpass Tanah Abang,106.815374,-6.188531,1507269447425,
ID,0,Jakarta Pusat,2,0,6,JAM,b69f7f9d-d2c8-3530-ad73-0cd2347bd5fe,7,166,JAM_STAND_STILL_TRAFFIC,Gunung Sahari,106.838525,-6.163514,1507269468245,
ID,0,Jakarta Barat,1,0,5,JAM,b0b691d8-dbe4-3ca3-a8bf-0cce179147a9,7,112,JAM_STAND_STILL_TRAFFIC,Flyover Daan Mogot,106.770605,-6.161561,1507269572789,
ID,0,Jakarta Selatan,3,0,6,JAM,b10dcfe9-3c56-389d-8260-c547ffc117d1,7,4,JAM_HEAVY_TRAFFIC,Pasar Minggu Raya,106.842712,-6.24983,1507269628466,
ID,0,Jakarta Selatan,1,1,7,WEATHERHAZARD,b7f64b4a-8cc2-3d31-83f0-5d964bbd2dca,7,111,HAZARD_ON_ROAD_POT_HOLE,Ciledug Raya,106.757238,-6.236071,1507269836814,
ID,0,Jakarta Pusat,2,0,5,JAM,9751afdc-d8b2-3c2f-8dbd-74115cc646b2,7,97,JAM_STAND_STILL_TRAFFIC,Ir H Juanda,106.825914,-6.167099,1507269878362,
ID,0,Jakarta Barat,0,0,6,JAM,3bfd2a60-b264-32f4-94e8-3dc6a07ef70c,7,234,JAM_HEAVY_TRAFFIC,Tomang Raya,106.801138,-6.176421,1507269896576,
ID,0,Jakarta Pusat,1,0,5,JAM,4b58fbbb-51cb-36e4-85e6-32d37ebceb3c,7,252,,Underpass Angkasa,106.839166,-6.158657,1507269938396,
ID,0,Jakarta Barat,0,0,5,JAM,925ea053-8605-3f36-8fb0-4d37e828b5ec,7,165,JAM_MODERATE_TRAFFIC,Hayam Wuruk,106.81596,-6.145827,1507269990940,
ID,0,Jakarta Selatan,2,0,5,JAM,36436285-7478-3285-aada-754b6339eef3,7,161,JAM_MODERATE_TRAFFIC,HR Rasuna Said,106.83137,-6.218965,1507269997911,
